"lsoa11","all_gs_access_pct","all_with_row__gs_access_pct","doorstep_gs_access_pct","local_gs_access_pct","neighbourhood_gs_access_pct","combined_std__gs_access_pct","partialcombined_std_gs_access_pct"
"E01000291",1,1,0.0538827258320127,0,0.01743264659271,0,0.0602218700475436
"E01000292",1,1,0.138028169014085,0,0.236619718309859,0,0.136619718309859
"E01000293",0.997448979591837,0.997448979591837,0.0357142857142857,0,0.363520408163265,0,0.0573979591836735
"E01000294",1,1,0.265943012211669,0,0.666214382632293,0,0.343283582089552
"E01000295",1,1,0.198581560283688,0.397163120567376,1,0.276595744680851,0.368794326241135
"E01000296",0.991907514450867,0.991907514450867,0.0115606936416185,0.0497109826589595,0.980346820809249,0.0173410404624277,0.0578034682080925
"E01000297",1,1,0.121783876500858,0.0754716981132075,1,0.0617495711835334,0.205831903945111
"E01000298",1,1,0.552359033371692,0.848101265822785,1,0.598388952819333,0.850402761795167
"E01000299",0.369312169312169,0.369312169312169,0,0,0.369312169312169,0,0
"E01000300",0.73469387755102,0.73469387755102,0,0,0.73469387755102,0,0
"E01000301",0.980599647266314,0.980599647266314,0,0.0282186948853616,0.980599647266314,0.0229276895943563,0.0229276895943563
"E01000302",1,1,0.04,0.12,1,0.04,0.106666666666667
"E01000303",0.754884547069272,0.754884547069272,0,0,0.754884547069272,0,0
"E01000304",0.5953125,0.5953125,0,0,0.5640625,0,0
"E01000305",0.995575221238938,0.995575221238938,0.309734513274336,0.00221238938053097,0.995575221238938,0.00221238938053097,0.338495575221239
"E01000306",0.439799331103679,0.439799331103679,0,0,0.439799331103679,0,0
"E01000307",0.198952879581152,0.198952879581152,0,0,0.198952879581152,0,0
"E01000308",1,1,0.739263803680982,0.0869120654396728,1,0.0950920245398773,0.934560327198364
"E01000309",0.818181818181818,0.818181818181818,0.173160173160173,0,0.818181818181818,0,0.285714285714286
"E01000310",0.960996749729144,0.960996749729144,0.1863488624052,0.420368364030336,0.960996749729144,0.269772481040087,0.512459371614301
"E01000311",1,1,0.424703891708968,0.803722504230118,1,0.458544839255499,0.961082910321489
"E01000312",1,1,0.275265957446808,0.188829787234043,1,0.204787234042553,0.574468085106383
"E01000313",0.950196592398427,0.950196592398427,0.108781127129751,0,0.913499344692005,0,0.182175622542595
